seqid,source,type,start,end,score,strand,phase,attributes
2B,IWGSC,gene,716779117.0,716782669.0,.,+,.,ID=gene:TraesCS2B02G521700;biotype=protein_coding;description=Serine hydroxymethyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5TV43];gene_id=TraesCS2B02G521700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,718593850.0,718596073.0,.,-,.,ID=gene:TraesCS2B02G524000;biotype=protein_coding;gene_id=TraesCS2B02G524000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,718601284.0,718603737.0,.,+,.,ID=gene:TraesCS2B02G524200;biotype=protein_coding;description=Mediator of RNA polymerase II transcription subunit 7 [Source:UniProtKB/TrEMBL%3BAcc:W5BGU5];gene_id=TraesCS2B02G524200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,719526307.0,719531573.0,.,-,.,ID=gene:TraesCS2B02G525600;biotype=protein_coding;gene_id=TraesCS2B02G525600;logic_name=iwgsc_high_conf
2B,IWGSC,gene,719982847.0,719984216.0,.,-,.,ID=gene:TraesCS2B02G526100;biotype=protein_coding;gene_id=TraesCS2B02G526100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,720800976.0,720807374.0,.,+,.,ID=gene:TraesCS2B02G526400;biotype=protein_coding;gene_id=TraesCS2B02G526400;logic_name=iwgsc_high_conf
2B,IWGSC,gene,721276433.0,721281197.0,.,+,.,ID=gene:TraesCS2B02G526900;biotype=protein_coding;gene_id=TraesCS2B02G526900;logic_name=iwgsc_high_conf
2B,IWGSC,gene,722089474.0,722094751.0,.,-,.,ID=gene:TraesCS2B02G527700;biotype=protein_coding;gene_id=TraesCS2B02G527700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,722616850.0,722620885.0,.,+,.,ID=gene:TraesCS2B02G528100;biotype=protein_coding;gene_id=TraesCS2B02G528100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,723398572.0,723407033.0,.,-,.,ID=gene:TraesCS2B02G529000;biotype=protein_coding;gene_id=TraesCS2B02G529000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,724741324.0,724741610.0,.,-,.,ID=gene:TraesCS2B02G529900;biotype=protein_coding;gene_id=TraesCS2B02G529900;logic_name=iwgsc_high_conf
2B,IWGSC,gene,726463229.0,726465615.0,.,+,.,ID=gene:TraesCS2B02G531000;biotype=protein_coding;gene_id=TraesCS2B02G531000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,727205103.0,727206413.0,.,-,.,ID=gene:TraesCS2B02G531500;biotype=protein_coding;gene_id=TraesCS2B02G531500;logic_name=iwgsc_high_conf
2B,IWGSC,gene,728300103.0,728300976.0,.,+,.,ID=gene:TraesCS2B02G532500;biotype=protein_coding;gene_id=TraesCS2B02G532500;logic_name=iwgsc_high_conf
2B,IWGSC,gene,729180229.0,729181013.0,.,-,.,ID=gene:TraesCS2B02G533100;biotype=protein_coding;gene_id=TraesCS2B02G533100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,729524984.0,729528230.0,.,+,.,ID=gene:TraesCS2B02G533200;biotype=protein_coding;gene_id=TraesCS2B02G533200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,731340026.0,731343282.0,.,+,.,ID=gene:TraesCS2B02G535200;biotype=protein_coding;gene_id=TraesCS2B02G535200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,741854453.0,741857920.0,.,+,.,ID=gene:TraesCS2B02G544700;biotype=protein_coding;gene_id=TraesCS2B02G544700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,741858272.0,741860655.0,.,+,.,ID=gene:TraesCS2B02G544800;biotype=protein_coding;gene_id=TraesCS2B02G544800;logic_name=iwgsc_high_conf
2B,IWGSC,gene,742077689.0,742082097.0,.,+,.,ID=gene:TraesCS2B02G545100;biotype=protein_coding;gene_id=TraesCS2B02G545100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,742523894.0,742529461.0,.,-,.,ID=gene:TraesCS2B02G545700;biotype=protein_coding;description=Synaptotagmin-5 [Source:Projected from Arabidopsis thaliana (AT1G05500) UniProtKB/Swiss-Prot%3BAcc:Q8L706];gene_id=TraesCS2B02G545700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,743695125.0,743695514.0,.,+,.,ID=gene:TraesCS2B02G546600;biotype=protein_coding;gene_id=TraesCS2B02G546600;logic_name=iwgsc_high_conf
2B,IWGSC,gene,743726671.0,743727513.0,.,+,.,ID=gene:TraesCS2B02G546700;biotype=protein_coding;gene_id=TraesCS2B02G546700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,743736543.0,743743813.0,.,-,.,ID=gene:TraesCS2B02G547000;biotype=protein_coding;description=Bifunctional dihydrofolate reductase-thymidylate synthase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5U4L5];gene_id=TraesCS2B02G547000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,744166622.0,744173069.0,.,-,.,ID=gene:TraesCS2B02G547600;biotype=protein_coding;gene_id=TraesCS2B02G547600;logic_name=iwgsc_high_conf
2B,IWGSC,gene,746172141.0,746176151.0,.,-,.,ID=gene:TraesCS2B02G550500;biotype=protein_coding;gene_id=TraesCS2B02G550500;logic_name=iwgsc_high_conf
2B,IWGSC,gene,748708519.0,748711640.0,.,-,.,ID=gene:TraesCS2B02G553000;biotype=protein_coding;gene_id=TraesCS2B02G553000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,749138661.0,749139216.0,.,-,.,ID=gene:TraesCS2B02G553800;biotype=protein_coding;gene_id=TraesCS2B02G553800;logic_name=iwgsc_high_conf
2B,IWGSC,gene,749572428.0,749575463.0,.,-,.,ID=gene:TraesCS2B02G554500;biotype=protein_coding;gene_id=TraesCS2B02G554500;logic_name=iwgsc_high_conf
2B,IWGSC,gene,754001184.0,754001746.0,.,+,.,ID=gene:TraesCS2B02G561300;biotype=protein_coding;gene_id=TraesCS2B02G561300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,754004513.0,754005041.0,.,+,.,ID=gene:TraesCS2B02G561400;biotype=protein_coding;gene_id=TraesCS2B02G561400;logic_name=iwgsc_high_conf
2B,IWGSC,gene,755626836.0,755629791.0,.,+,.,ID=gene:TraesCS2B02G563900;biotype=protein_coding;gene_id=TraesCS2B02G563900;logic_name=iwgsc_high_conf
2B,IWGSC,gene,756641269.0,756644517.0,.,-,.,ID=gene:TraesCS2B02G565200;biotype=protein_coding;gene_id=TraesCS2B02G565200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,756704811.0,756713392.0,.,-,.,ID=gene:TraesCS2B02G565400;biotype=protein_coding;gene_id=TraesCS2B02G565400;logic_name=iwgsc_high_conf
2B,IWGSC,gene,758592408.0,758597224.0,.,-,.,ID=gene:TraesCS2B02G567600;biotype=protein_coding;description=Superoxide dismutase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5U305];gene_id=TraesCS2B02G567600;logic_name=iwgsc_high_conf
2B,IWGSC,gene,759172592.0,759173776.0,.,+,.,ID=gene:TraesCS2B02G568200;biotype=protein_coding;description=Sulfotransferase [Source:UniProtKB/TrEMBL%3BAcc:W5B8I8];gene_id=TraesCS2B02G568200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,759817624.0,759818595.0,.,+,.,ID=gene:TraesCS2B02G569300;biotype=protein_coding;gene_id=TraesCS2B02G569300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,760928108.0,760931284.0,.,+,.,ID=gene:TraesCS2B02G570300;biotype=protein_coding;gene_id=TraesCS2B02G570300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,760949907.0,760951814.0,.,-,.,ID=gene:TraesCS2B02G570500;biotype=protein_coding;gene_id=TraesCS2B02G570500;logic_name=iwgsc_high_conf
2B,IWGSC,gene,761278991.0,761283443.0,.,-,.,ID=gene:TraesCS2B02G570700;biotype=protein_coding;gene_id=TraesCS2B02G570700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,761981457.0,761992012.0,.,-,.,ID=gene:TraesCS2B02G571700;biotype=protein_coding;description=Ubiquinol oxidase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5U0D2];gene_id=TraesCS2B02G571700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,762213310.0,762214734.0,.,-,.,ID=gene:TraesCS2B02G572500;biotype=protein_coding;gene_id=TraesCS2B02G572500;logic_name=iwgsc_high_conf
2B,IWGSC,gene,762705774.0,762710106.0,.,+,.,ID=gene:TraesCS2B02G573100;biotype=protein_coding;gene_id=TraesCS2B02G573100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,768612626.0,768617431.0,.,-,.,ID=gene:TraesCS2B02G581100;biotype=protein_coding;gene_id=TraesCS2B02G581100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,771967498.0,771968287.0,.,-,.,ID=gene:TraesCS2B02G585000;biotype=protein_coding;gene_id=TraesCS2B02G585000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,782533511.0,782538118.0,.,-,.,ID=gene:TraesCS2B02G599800;Name=GLU1B;biotype=protein_coding;description=4-hydroxy-7-methoxy-3-oxo-3%2C4-dihydro-2H-1%2C4-benzoxazin-2-yl glucoside beta-D-glucosidase 1b%2C chloroplastic [Source:UniProtKB/Swiss-Prot%3BAcc:Q1XH05];gene_id=TraesCS2B02G599800;logic_name=iwgsc_high_conf
2B,IWGSC,gene,793033781.0,793035166.0,.,-,.,ID=gene:TraesCS2B02G613900;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:W5BCG4];gene_id=TraesCS2B02G613900;logic_name=iwgsc_high_conf
2B,IWGSC,gene,793446052.0,793447077.0,.,-,.,ID=gene:TraesCS2B02G615600;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:A0A341RA77];gene_id=TraesCS2B02G615600;logic_name=iwgsc_high_conf
2B,IWGSC,gene,793456345.0,793457370.0,.,+,.,ID=gene:TraesCS2B02G615700;biotype=protein_coding;description=Peroxidase [Source:UniProtKB/TrEMBL%3BAcc:A0A341R3P2];gene_id=TraesCS2B02G615700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,795856416.0,795859657.0,.,+,.,ID=gene:TraesCS2B02G621500;biotype=protein_coding;gene_id=TraesCS2B02G621500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,2908880.0,2910567.0,.,+,.,ID=gene:TraesCS2D02G005700;biotype=protein_coding;gene_id=TraesCS2D02G005700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,8716015.0,8718526.0,.,+,.,ID=gene:TraesCS2D02G018600;biotype=protein_coding;gene_id=TraesCS2D02G018600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,10722086.0,10725545.0,.,-,.,ID=gene:TraesCS2D02G023900;biotype=protein_coding;gene_id=TraesCS2D02G023900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,14617172.0,14626790.0,.,+,.,ID=gene:TraesCS2D02G039900;biotype=protein_coding;gene_id=TraesCS2D02G039900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,14628357.0,14640437.0,.,+,.,ID=gene:TraesCS2D02G040000;biotype=protein_coding;gene_id=TraesCS2D02G040000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,14944126.0,14945715.0,.,+,.,ID=gene:TraesCS2D02G041700;biotype=protein_coding;gene_id=TraesCS2D02G041700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,16128112.0,16130603.0,.,+,.,ID=gene:TraesCS2D02G044600;biotype=protein_coding;gene_id=TraesCS2D02G044600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,20060183.0,20062259.0,.,+,.,ID=gene:TraesCS2D02G052200;biotype=protein_coding;gene_id=TraesCS2D02G052200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,36112676.0,36114025.0,.,+,.,ID=gene:TraesCS2D02G083600;biotype=protein_coding;description=Dirigent protein [Source:UniProtKB/TrEMBL%3BAcc:A0A341R3L3];gene_id=TraesCS2D02G083600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,62021017.0,62027798.0,.,-,.,ID=gene:TraesCS2D02G111500;biotype=protein_coding;gene_id=TraesCS2D02G111500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,76858777.0,76863843.0,.,-,.,ID=gene:TraesCS2D02G131900;biotype=protein_coding;gene_id=TraesCS2D02G131900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,112719326.0,112721572.0,.,-,.,ID=gene:TraesCS2D02G168700;biotype=protein_coding;gene_id=TraesCS2D02G168700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,123809972.0,123811675.0,.,-,.,ID=gene:TraesCS2D02G179700;biotype=protein_coding;gene_id=TraesCS2D02G179700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,131641669.0,131644020.0,.,-,.,ID=gene:TraesCS2D02G188600;biotype=protein_coding;gene_id=TraesCS2D02G188600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,409436752.0,409438044.0,.,+,.,ID=gene:TraesCS2D02G319000;biotype=protein_coding;gene_id=TraesCS2D02G319000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,470065694.0,470073981.0,.,+,.,ID=gene:TraesCS2D02G364700;biotype=protein_coding;gene_id=TraesCS2D02G364700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,485078158.0,485090419.0,.,+,.,ID=gene:TraesCS2D02G381100;biotype=protein_coding;gene_id=TraesCS2D02G381100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,544259397.0,544260736.0,.,+,.,ID=gene:TraesCS2D02G431800;biotype=protein_coding;description=Xyloglucan endotransglucosylase/hydrolase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5UQS9];gene_id=TraesCS2D02G431800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,550630373.0,550636721.0,.,+,.,ID=gene:TraesCS2D02G440500;biotype=protein_coding;gene_id=TraesCS2D02G440500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,571176142.0,571181790.0,.,+,.,ID=gene:TraesCS2D02G465200;biotype=protein_coding;gene_id=TraesCS2D02G465200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,571193736.0,571202194.0,.,+,.,ID=gene:TraesCS2D02G465300;biotype=protein_coding;gene_id=TraesCS2D02G465300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,572029798.0,572035728.0,.,+,.,ID=gene:TraesCS2D02G466400;biotype=protein_coding;gene_id=TraesCS2D02G466400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,572062511.0,572071621.0,.,+,.,ID=gene:TraesCS2D02G466600;biotype=protein_coding;gene_id=TraesCS2D02G466600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,572360217.0,572365547.0,.,-,.,ID=gene:TraesCS2D02G467300;biotype=protein_coding;description=Polyamine oxidase%2C Seed germinatio [Source: Projected from Oryza sativa (Os04g0623300)];gene_id=TraesCS2D02G467300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,572682177.0,572684346.0,.,-,.,ID=gene:TraesCS2D02G467600;biotype=protein_coding;gene_id=TraesCS2D02G467600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,575760307.0,575762912.0,.,+,.,ID=gene:TraesCS2D02G471900;biotype=protein_coding;gene_id=TraesCS2D02G471900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,576279329.0,576282921.0,.,+,.,ID=gene:TraesCS2D02G472700;biotype=protein_coding;gene_id=TraesCS2D02G472700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,577076410.0,577078486.0,.,-,.,ID=gene:TraesCS2D02G473300;biotype=protein_coding;gene_id=TraesCS2D02G473300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,577108685.0,577113142.0,.,+,.,ID=gene:TraesCS2D02G473400;biotype=protein_coding;gene_id=TraesCS2D02G473400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,578599888.0,578604012.0,.,+,.,ID=gene:TraesCS2D02G476000;biotype=protein_coding;gene_id=TraesCS2D02G476000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,580004558.0,580007626.0,.,-,.,ID=gene:TraesCS2D02G479000;biotype=protein_coding;gene_id=TraesCS2D02G479000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,580010478.0,580017296.0,.,-,.,ID=gene:TraesCS2D02G479100;biotype=protein_coding;gene_id=TraesCS2D02G479100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,583231043.0,583234065.0,.,-,.,ID=gene:TraesCS2D02G480700;biotype=protein_coding;gene_id=TraesCS2D02G480700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,584248463.0,584250788.0,.,+,.,ID=gene:TraesCS2D02G480900;biotype=protein_coding;gene_id=TraesCS2D02G480900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,584521111.0,584524919.0,.,+,.,ID=gene:TraesCS2D02G481300;biotype=protein_coding;gene_id=TraesCS2D02G481300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,584657042.0,584659255.0,.,+,.,ID=gene:TraesCS2D02G482000;biotype=protein_coding;gene_id=TraesCS2D02G482000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,584661170.0,584663446.0,.,+,.,ID=gene:TraesCS2D02G482100;biotype=protein_coding;gene_id=TraesCS2D02G482100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,584668140.0,584670784.0,.,+,.,ID=gene:TraesCS2D02G482200;biotype=protein_coding;gene_id=TraesCS2D02G482200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,584799573.0,584804705.0,.,-,.,ID=gene:TraesCS2D02G482500;biotype=protein_coding;gene_id=TraesCS2D02G482500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,584836022.0,584837490.0,.,-,.,ID=gene:TraesCS2D02G482600;biotype=protein_coding;gene_id=TraesCS2D02G482600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,585063654.0,585065529.0,.,+,.,ID=gene:TraesCS2D02G483100;biotype=protein_coding;gene_id=TraesCS2D02G483100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,585519830.0,585520774.0,.,+,.,ID=gene:TraesCS2D02G484500;biotype=protein_coding;gene_id=TraesCS2D02G484500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,585685719.0,585690307.0,.,-,.,ID=gene:TraesCS2D02G484700;biotype=protein_coding;description=Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL%3BAcc:W5BZ14];gene_id=TraesCS2D02G484700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,586355006.0,586358697.0,.,+,.,ID=gene:TraesCS2D02G485700;biotype=protein_coding;gene_id=TraesCS2D02G485700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,586777240.0,586785815.0,.,-,.,ID=gene:TraesCS2D02G486200;biotype=protein_coding;description=Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5US52];gene_id=TraesCS2D02G486200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,586789486.0,586794667.0,.,-,.,ID=gene:TraesCS2D02G486300;biotype=protein_coding;description=Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5US51];gene_id=TraesCS2D02G486300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,587164527.0,587168225.0,.,-,.,ID=gene:TraesCS2D02G487400;biotype=protein_coding;gene_id=TraesCS2D02G487400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,587282608.0,587293147.0,.,+,.,ID=gene:TraesCS2D02G487700;biotype=protein_coding;description=Kinesin-like calmodulin-binding protein (ZWICHEL) [Source:Projected from Arabidopsis thaliana (AT5G65930) UniProtKB/TrEMBL%3BAcc:F4JXM5];gene_id=TraesCS2D02G487700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,587697352.0,587701032.0,.,-,.,ID=gene:TraesCS2D02G488200;biotype=protein_coding;gene_id=TraesCS2D02G488200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,588133698.0,588136671.0,.,+,.,ID=gene:TraesCS2D02G488700;biotype=protein_coding;gene_id=TraesCS2D02G488700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,588245673.0,588250234.0,.,+,.,ID=gene:TraesCS2D02G489200;biotype=protein_coding;gene_id=TraesCS2D02G489200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,588790537.0,588793500.0,.,+,.,ID=gene:TraesCS2D02G489900;biotype=protein_coding;description=Adenosylhomocysteinase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5URS1];gene_id=TraesCS2D02G489900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,589237583.0,589240056.0,.,+,.,ID=gene:TraesCS2D02G490300;biotype=protein_coding;gene_id=TraesCS2D02G490300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,589627845.0,589629690.0,.,+,.,ID=gene:TraesCS2D02G491000;biotype=protein_coding;gene_id=TraesCS2D02G491000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,590063031.0,590067307.0,.,+,.,ID=gene:TraesCS2D02G491600;biotype=protein_coding;gene_id=TraesCS2D02G491600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,590081030.0,590082181.0,.,+,.,ID=gene:TraesCS2D02G491900;biotype=protein_coding;gene_id=TraesCS2D02G491900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,590148541.0,590153096.0,.,-,.,ID=gene:TraesCS2D02G492200;biotype=protein_coding;gene_id=TraesCS2D02G492200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,590153362.0,590156160.0,.,+,.,ID=gene:TraesCS2D02G492300;biotype=protein_coding;gene_id=TraesCS2D02G492300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,590367504.0,590372990.0,.,-,.,ID=gene:TraesCS2D02G492900;biotype=protein_coding;gene_id=TraesCS2D02G492900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,590674954.0,590679256.0,.,+,.,ID=gene:TraesCS2D02G493100;biotype=protein_coding;description=GTP cyclohydrolase 1 [Source:Projected from Arabidopsis thaliana (AT3G07270) UniProtKB/Swiss-Prot%3BAcc:Q9SFV7];gene_id=TraesCS2D02G493100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,590988401.0,590990772.0,.,-,.,ID=gene:TraesCS2D02G493500;biotype=protein_coding;description=Adenosylhomocysteinase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5UKX4];gene_id=TraesCS2D02G493500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,591027189.0,591031752.0,.,+,.,ID=gene:TraesCS2D02G493700;biotype=protein_coding;description=Serine/threonine protein kinase%2C Hyperosmotic stress respons [Source: Projected from Oryza sativa (Os03g0390200)];gene_id=TraesCS2D02G493700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,592627721.0,592632175.0,.,-,.,ID=gene:TraesCS2D02G496100;biotype=protein_coding;gene_id=TraesCS2D02G496100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,593215038.0,593217521.0,.,+,.,ID=gene:TraesCS2D02G497100;biotype=protein_coding;gene_id=TraesCS2D02G497100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,593796909.0,593803962.0,.,+,.,ID=gene:TraesCS2D02G498300;biotype=protein_coding;gene_id=TraesCS2D02G498300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,594547370.0,594551243.0,.,-,.,ID=gene:TraesCS2D02G499700;biotype=protein_coding;gene_id=TraesCS2D02G499700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,595145351.0,595149710.0,.,+,.,ID=gene:TraesCS2D02G500400;biotype=protein_coding;gene_id=TraesCS2D02G500400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,595161545.0,595165983.0,.,+,.,ID=gene:TraesCS2D02G500600;biotype=protein_coding;description=Glutamine synthetase [Source:UniProtKB/TrEMBL%3BAcc:Q45NB2];gene_id=TraesCS2D02G500600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,595166995.0,595167985.0,.,-,.,ID=gene:TraesCS2D02G500700;biotype=protein_coding;gene_id=TraesCS2D02G500700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,596000889.0,596006470.0,.,+,.,ID=gene:TraesCS2D02G501700;biotype=protein_coding;gene_id=TraesCS2D02G501700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,596123171.0,596125630.0,.,-,.,ID=gene:TraesCS2D02G502000;biotype=protein_coding;gene_id=TraesCS2D02G502000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,596193373.0,596193659.0,.,-,.,ID=gene:TraesCS2D02G502200;biotype=protein_coding;gene_id=TraesCS2D02G502200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,596252069.0,596254635.0,.,-,.,ID=gene:TraesCS2D02G502700;biotype=protein_coding;gene_id=TraesCS2D02G502700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,596550011.0,596554762.0,.,-,.,ID=gene:TraesCS2D02G502900;biotype=protein_coding;description=Squamosa promoter-binding-like protein 8 [Source:UniProtKB/TrEMBL%3BAcc:X5DR92];gene_id=TraesCS2D02G502900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,597939344.0,597943107.0,.,+,.,ID=gene:TraesCS2D02G503200;biotype=protein_coding;gene_id=TraesCS2D02G503200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,598328717.0,598330241.0,.,+,.,ID=gene:TraesCS2D02G503600;biotype=protein_coding;gene_id=TraesCS2D02G503600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,598714158.0,598720273.0,.,-,.,ID=gene:TraesCS2D02G504000;biotype=protein_coding;gene_id=TraesCS2D02G504000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,598931061.0,598931810.0,.,+,.,ID=gene:TraesCS2D02G504700;biotype=protein_coding;gene_id=TraesCS2D02G504700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,598936646.0,598938254.0,.,-,.,ID=gene:TraesCS2D02G504800;biotype=protein_coding;gene_id=TraesCS2D02G504800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,599893591.0,599897568.0,.,+,.,ID=gene:TraesCS2D02G505600;biotype=protein_coding;gene_id=TraesCS2D02G505600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,601178580.0,601184772.0,.,+,.,ID=gene:TraesCS2D02G507500;biotype=protein_coding;gene_id=TraesCS2D02G507500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,601596293.0,601602239.0,.,+,.,ID=gene:TraesCS2D02G508800;biotype=protein_coding;gene_id=TraesCS2D02G508800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,603648022.0,603648670.0,.,-,.,ID=gene:TraesCS2D02G512400;biotype=protein_coding;gene_id=TraesCS2D02G512400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,605909260.0,605910754.0,.,-,.,ID=gene:TraesCS2D02G513800;biotype=protein_coding;gene_id=TraesCS2D02G513800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,606689943.0,606690766.0,.,+,.,ID=gene:TraesCS2D02G515400;biotype=protein_coding;gene_id=TraesCS2D02G515400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,606752469.0,606756015.0,.,-,.,ID=gene:TraesCS2D02G515800;biotype=protein_coding;description=TaAP2-D [Source:UniProtKB/TrEMBL%3BAcc:M5AB40];gene_id=TraesCS2D02G515800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,608771752.0,608777174.0,.,-,.,ID=gene:TraesCS2D02G518800;biotype=protein_coding;description=Synaptotagmin-5 [Source:Projected from Arabidopsis thaliana (AT1G05500) UniProtKB/Swiss-Prot%3BAcc:Q8L706];gene_id=TraesCS2D02G518800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,608978606.0,608981190.0,.,-,.,ID=gene:TraesCS2D02G519100;biotype=protein_coding;gene_id=TraesCS2D02G519100;logic_name=iwgsc_high_conf
