seqid,source,type,start,end,score,strand,phase,attributes
4A,IWGSC,gene,742584844,742586636,.,-,.,ID=gene:TraesCS4A02G495900;biotype=protein_coding;gene_id=TraesCS4A02G495900;logic_name=iwgsc_high_conf
4B,IWGSC,gene,1981182,1985634,.,-,.,ID=gene:TraesCS4B02G003400;biotype=protein_coding;gene_id=TraesCS4B02G003400;logic_name=iwgsc_high_conf
4B,IWGSC,gene,3710616,3713985,.,-,.,ID=gene:TraesCS4B02G005000;biotype=protein_coding;gene_id=TraesCS4B02G005000;logic_name=iwgsc_high_conf
4B,IWGSC,gene,3732151,3736538,.,+,.,ID=gene:TraesCS4B02G005100;biotype=protein_coding;gene_id=TraesCS4B02G005100;logic_name=iwgsc_high_conf
4B,IWGSC,gene,3776932,3784177,.,+,.,ID=gene:TraesCS4B02G005200;biotype=nontranslating_CDS;gene_id=TraesCS4B02G005200;logic_name=iwgsc_high_conf
4B,IWGSC,gene,3784814,3786198,.,+,.,ID=gene:TraesCS4B02G005300;biotype=protein_coding;gene_id=TraesCS4B02G005300;logic_name=iwgsc_high_conf
4B,IWGSC,gene,4516943,4520618,.,+,.,ID=gene:TraesCS4B02G006600;biotype=protein_coding;gene_id=TraesCS4B02G006600;logic_name=iwgsc_high_conf
4B,IWGSC,gene,13052500,13054709,.,-,.,ID=gene:TraesCS4B02G017500;biotype=protein_coding;gene_id=TraesCS4B02G017500;logic_name=iwgsc_high_conf
4B,IWGSC,gene,24538674,24543288,.,+,.,ID=gene:TraesCS4B02G032700;biotype=protein_coding;gene_id=TraesCS4B02G032700;logic_name=iwgsc_high_conf
4B,IWGSC,gene,25444416,25445610,.,+,.,ID=gene:TraesCS4B02G034700;biotype=protein_coding;gene_id=TraesCS4B02G034700;logic_name=iwgsc_high_conf
4B,IWGSC,gene,75201480,75206923,.,+,.,ID=gene:TraesCS4B02G078200;biotype=protein_coding;gene_id=TraesCS4B02G078200;logic_name=iwgsc_high_conf
4B,IWGSC,gene,123847055,123848467,.,-,.,ID=gene:TraesCS4B02G110300;biotype=protein_coding;gene_id=TraesCS4B02G110300;logic_name=iwgsc_high_conf
4B,IWGSC,gene,161551957,161558349,.,-,.,ID=gene:TraesCS4B02G126400;biotype=protein_coding;gene_id=TraesCS4B02G126400;logic_name=iwgsc_high_conf
4B,IWGSC,gene,221190386,221193738,.,+,.,ID=gene:TraesCS4B02G149200;biotype=protein_coding;gene_id=TraesCS4B02G149200;logic_name=iwgsc_high_conf
4B,IWGSC,gene,228435317,228439336,.,-,.,ID=gene:TraesCS4B02G150000;biotype=protein_coding;gene_id=TraesCS4B02G150000;logic_name=iwgsc_high_conf
4B,IWGSC,gene,262707612,262727077,.,-,.,ID=gene:TraesCS4B02G153400;biotype=protein_coding;gene_id=TraesCS4B02G153400;logic_name=iwgsc_high_conf
4B,IWGSC,gene,266078944,266086376,.,+,.,ID=gene:TraesCS4B02G153700;biotype=protein_coding;gene_id=TraesCS4B02G153700;logic_name=iwgsc_high_conf
4B,IWGSC,gene,335937741,335945119,.,-,.,ID=gene:TraesCS4B02G163700;biotype=protein_coding;gene_id=TraesCS4B02G163700;logic_name=iwgsc_high_conf
4B,IWGSC,gene,349568711,349600913,.,-,.,ID=gene:TraesCS4B02G165500;biotype=protein_coding;gene_id=TraesCS4B02G165500;logic_name=iwgsc_high_conf
4B,IWGSC,gene,373780208,373786616,.,-,.,ID=gene:TraesCS4B02G170600;biotype=protein_coding;gene_id=TraesCS4B02G170600;logic_name=iwgsc_high_conf
4B,IWGSC,gene,401294388,401295827,.,+,.,ID=gene:TraesCS4B02G182800;biotype=protein_coding;gene_id=TraesCS4B02G182800;logic_name=iwgsc_high_conf
4B,IWGSC,gene,518682729,518683169,.,+,.,ID=gene:TraesCS4B02G252800;biotype=protein_coding;gene_id=TraesCS4B02G252800;logic_name=iwgsc_high_conf
4B,IWGSC,gene,518877166,518880072,.,-,.,ID=gene:TraesCS4B02G253100;biotype=protein_coding;gene_id=TraesCS4B02G253100;logic_name=iwgsc_high_conf
4B,IWGSC,gene,526735697,526740310,.,-,.,ID=gene:TraesCS4B02G259400;biotype=protein_coding;gene_id=TraesCS4B02G259400;logic_name=iwgsc_high_conf
4B,IWGSC,gene,535238823,535243751,.,+,.,ID=gene:TraesCS4B02G264600;biotype=protein_coding;gene_id=TraesCS4B02G264600;logic_name=iwgsc_high_conf
4B,IWGSC,gene,546023344,546025236,.,+,.,ID=gene:TraesCS4B02G270200;biotype=protein_coding;gene_id=TraesCS4B02G270200;logic_name=iwgsc_high_conf
4B,IWGSC,gene,553863768,553864348,.,+,.,ID=gene:TraesCS4B02G275400;biotype=protein_coding;description=Histone H2B [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5XKA5];gene_id=TraesCS4B02G275400;logic_name=iwgsc_high_conf
4B,IWGSC,gene,560021068,560024394,.,-,.,ID=gene:TraesCS4B02G278200;biotype=protein_coding;gene_id=TraesCS4B02G278200;logic_name=iwgsc_high_conf
4B,IWGSC,gene,562051965,562056475,.,+,.,ID=gene:TraesCS4B02G278800;biotype=protein_coding;description=3-ketoacyl-CoA synthase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6D6Y3];gene_id=TraesCS4B02G278800;logic_name=iwgsc_high_conf
4B,IWGSC,gene,567003720,567006871,.,+,.,ID=gene:TraesCS4B02G283600;biotype=protein_coding;gene_id=TraesCS4B02G283600;logic_name=iwgsc_high_conf
4B,IWGSC,gene,575906639,575907984,.,+,.,ID=gene:TraesCS4B02G291100;biotype=protein_coding;gene_id=TraesCS4B02G291100;logic_name=iwgsc_high_conf
4B,IWGSC,gene,577014703,577016238,.,-,.,ID=gene:TraesCS4B02G291900;biotype=protein_coding;gene_id=TraesCS4B02G291900;logic_name=iwgsc_high_conf
4B,IWGSC,gene,578042172,578045522,.,-,.,ID=gene:TraesCS4B02G292600;biotype=protein_coding;gene_id=TraesCS4B02G292600;logic_name=iwgsc_high_conf
4B,IWGSC,gene,578672561,578676983,.,-,.,ID=gene:TraesCS4B02G293300;biotype=protein_coding;gene_id=TraesCS4B02G293300;logic_name=iwgsc_high_conf
4B,IWGSC,gene,622770939,622784063,.,+,.,ID=gene:TraesCS4B02G332300;biotype=protein_coding;gene_id=TraesCS4B02G332300;logic_name=iwgsc_high_conf
4B,IWGSC,gene,623226593,623227518,.,-,.,ID=gene:TraesCS4B02G332800;biotype=protein_coding;description=Group3 late embryogenesis abundant protein [Source:UniProtKB/TrEMBL%3BAcc:A7VL25];gene_id=TraesCS4B02G332800;logic_name=iwgsc_high_conf
4B,IWGSC,gene,643648509,643651612,.,+,.,ID=gene:TraesCS4B02G351500;biotype=protein_coding;gene_id=TraesCS4B02G351500;logic_name=iwgsc_high_conf
4B,IWGSC,gene,663102554,663106891,.,+,.,ID=gene:TraesCS4B02G383700;biotype=protein_coding;gene_id=TraesCS4B02G383700;logic_name=iwgsc_high_conf
4B,IWGSC,gene,663462843,663464330,.,+,.,ID=gene:TraesCS4B02G383900;biotype=protein_coding;gene_id=TraesCS4B02G383900;logic_name=iwgsc_high_conf
4B,IWGSC,gene,666410613,666412113,.,+,.,ID=gene:TraesCS4B02G390200;biotype=protein_coding;gene_id=TraesCS4B02G390200;logic_name=iwgsc_high_conf
4B,IWGSC,gene,668972562,668974727,.,+,.,ID=gene:TraesCS4B02G394800;biotype=protein_coding;gene_id=TraesCS4B02G394800;logic_name=iwgsc_high_conf
4B,IWGSC,gene,671731071,671733888,.,-,.,ID=gene:TraesCS4B02G397500;biotype=protein_coding;gene_id=TraesCS4B02G397500;logic_name=iwgsc_high_conf
4D,IWGSC,gene,1704075,1708862,.,-,.,ID=gene:TraesCS4D02G004000;biotype=protein_coding;gene_id=TraesCS4D02G004000;logic_name=iwgsc_high_conf
4D,IWGSC,gene,1871232,1878072,.,+,.,ID=gene:TraesCS4D02G004200;biotype=protein_coding;gene_id=TraesCS4D02G004200;logic_name=iwgsc_high_conf
4D,IWGSC,gene,7992189,7995548,.,+,.,ID=gene:TraesCS4D02G018700;biotype=protein_coding;gene_id=TraesCS4D02G018700;logic_name=iwgsc_high_conf
4D,IWGSC,gene,12458543,12464968,.,+,.,ID=gene:TraesCS4D02G027900;biotype=protein_coding;description=Plasma membrane ATPase [Source:UniProtKB/TrEMBL%3BAcc:W5EPK5];gene_id=TraesCS4D02G027900;logic_name=iwgsc_high_conf
4D,IWGSC,gene,35653592,35655861,.,-,.,ID=gene:TraesCS4D02G059800;biotype=protein_coding;gene_id=TraesCS4D02G059800;logic_name=iwgsc_high_conf
4D,IWGSC,gene,100773838,100774122,.,+,.,ID=gene:TraesCS4D02G119500;biotype=protein_coding;gene_id=TraesCS4D02G119500;logic_name=iwgsc_high_conf
4D,IWGSC,gene,302688607,302694752,.,-,.,ID=gene:TraesCS4D02G174700;biotype=protein_coding;gene_id=TraesCS4D02G174700;logic_name=iwgsc_high_conf
4D,IWGSC,gene,343061365,343062025,.,+,.,ID=gene:TraesCS4D02G197700;biotype=protein_coding;description=Hydrophobic polypeptide [Source:UniProtKB/TrEMBL%3BAcc:Q76MV8];gene_id=TraesCS4D02G197700;logic_name=iwgsc_high_conf
4D,IWGSC,gene,426518283,426524102,.,-,.,ID=gene:TraesCS4D02G256700;biotype=protein_coding;gene_id=TraesCS4D02G256700;logic_name=iwgsc_high_conf
4D,IWGSC,gene,476202061,476210744,.,-,.,ID=gene:TraesCS4D02G308000;biotype=protein_coding;gene_id=TraesCS4D02G308000;logic_name=iwgsc_high_conf
4D,IWGSC,gene,478025154,478027390,.,-,.,ID=gene:TraesCS4D02G311800;biotype=protein_coding;gene_id=TraesCS4D02G311800;logic_name=iwgsc_high_conf
4D,IWGSC,gene,487652496,487653546,.,-,.,ID=gene:TraesCS4D02G329400;biotype=protein_coding;gene_id=TraesCS4D02G329400;logic_name=iwgsc_high_conf
4D,IWGSC,gene,487654490,487655480,.,-,.,ID=gene:TraesCS4D02G329500;biotype=protein_coding;gene_id=TraesCS4D02G329500;logic_name=iwgsc_high_conf
4D,IWGSC,gene,491378204,491381258,.,-,.,ID=gene:TraesCS4D02G333900;biotype=protein_coding;gene_id=TraesCS4D02G333900;logic_name=iwgsc_high_conf
4D,IWGSC,gene,491503661,491508391,.,-,.,ID=gene:TraesCS4D02G334100;biotype=protein_coding;gene_id=TraesCS4D02G334100;logic_name=iwgsc_high_conf
4D,IWGSC,gene,500311363,500313978,.,+,.,ID=gene:TraesCS4D02G346300;biotype=protein_coding;gene_id=TraesCS4D02G346300;logic_name=iwgsc_high_conf
4D,IWGSC,gene,504097765,504100105,.,-,.,ID=gene:TraesCS4D02G353900;biotype=protein_coding;gene_id=TraesCS4D02G353900;logic_name=iwgsc_high_conf
4D,IWGSC,gene,508256672,508263207,.,+,.,ID=gene:TraesCS4D02G361400;biotype=protein_coding;gene_id=TraesCS4D02G361400;logic_name=iwgsc_high_conf
4D,IWGSC,gene,508264326,508271976,.,-,.,ID=gene:TraesCS4D02G361500;biotype=protein_coding;gene_id=TraesCS4D02G361500;logic_name=iwgsc_high_conf
5A,IWGSC,gene,3699014,3701809,.,+,.,ID=gene:TraesCS5A02G006400;biotype=protein_coding;gene_id=TraesCS5A02G006400;logic_name=iwgsc_high_conf
5A,IWGSC,gene,5700716,5719719,.,+,.,ID=gene:TraesCS5A02G008100;biotype=protein_coding;gene_id=TraesCS5A02G008100;logic_name=iwgsc_high_conf
5A,IWGSC,gene,8062229,8070059,.,+,.,ID=gene:TraesCS5A02G012300;biotype=protein_coding;gene_id=TraesCS5A02G012300;logic_name=iwgsc_high_conf
5A,IWGSC,gene,16974088,16977075,.,+,.,ID=gene:TraesCS5A02G020700;biotype=protein_coding;gene_id=TraesCS5A02G020700;logic_name=iwgsc_high_conf
5A,IWGSC,gene,42345969,42348195,.,+,.,ID=gene:TraesCS5A02G047200;biotype=protein_coding;gene_id=TraesCS5A02G047200;logic_name=iwgsc_high_conf
5A,IWGSC,gene,44294657,44296992,.,-,.,ID=gene:TraesCS5A02G048400;biotype=protein_coding;gene_id=TraesCS5A02G048400;logic_name=iwgsc_high_conf
5A,IWGSC,gene,51671398,51675034,.,+,.,ID=gene:TraesCS5A02G054900;biotype=protein_coding;gene_id=TraesCS5A02G054900;logic_name=iwgsc_high_conf
5A,IWGSC,gene,68545022,68550262,.,+,.,ID=gene:TraesCS5A02G062900;biotype=protein_coding;gene_id=TraesCS5A02G062900;logic_name=iwgsc_high_conf
5A,IWGSC,gene,78321147,78325395,.,-,.,ID=gene:TraesCS5A02G069800;biotype=protein_coding;gene_id=TraesCS5A02G069800;logic_name=iwgsc_high_conf
5A,IWGSC,gene,99018594,99023963,.,+,.,ID=gene:TraesCS5A02G079600;biotype=protein_coding;gene_id=TraesCS5A02G079600;logic_name=iwgsc_high_conf
5A,IWGSC,gene,106747419,106751243,.,-,.,ID=gene:TraesCS5A02G082400;biotype=protein_coding;description=Purple acid phosphatase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5YVX5];gene_id=TraesCS5A02G082400;logic_name=iwgsc_high_conf
5A,IWGSC,gene,224689173,224697090,.,-,.,ID=gene:TraesCS5A02G113200;biotype=protein_coding;description=Aldehyde dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5YT81];gene_id=TraesCS5A02G113200;logic_name=iwgsc_high_conf
5A,IWGSC,gene,234458821,234459592,.,-,.,ID=gene:TraesCS5A02G115700;biotype=protein_coding;gene_id=TraesCS5A02G115700;logic_name=iwgsc_high_conf
5A,IWGSC,gene,336456258,336463301,.,+,.,ID=gene:TraesCS5A02G157200;biotype=protein_coding;gene_id=TraesCS5A02G157200;logic_name=iwgsc_high_conf
5A,IWGSC,gene,383945079,383948279,.,-,.,ID=gene:TraesCS5A02G184300;biotype=protein_coding;description=Flavin-containing monooxygenase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5YFA0];gene_id=TraesCS5A02G184300;logic_name=iwgsc_high_conf
5A,IWGSC,gene,384624131,384635845,.,+,.,ID=gene:TraesCS5A02G184900;biotype=protein_coding;gene_id=TraesCS5A02G184900;logic_name=iwgsc_high_conf
5A,IWGSC,gene,427321161,427322748,.,+,.,ID=gene:TraesCS5A02G212100;biotype=protein_coding;gene_id=TraesCS5A02G212100;logic_name=iwgsc_high_conf
5A,IWGSC,gene,461522459,461523320,.,+,.,ID=gene:TraesCS5A02G247500;biotype=protein_coding;gene_id=TraesCS5A02G247500;logic_name=iwgsc_high_conf
5A,IWGSC,gene,474060073,474064615,.,-,.,ID=gene:TraesCS5A02G259700;biotype=protein_coding;gene_id=TraesCS5A02G259700;logic_name=iwgsc_high_conf
5A,IWGSC,gene,475312927,475321451,.,+,.,ID=gene:TraesCS5A02G261500;biotype=protein_coding;gene_id=TraesCS5A02G261500;logic_name=iwgsc_high_conf
5A,IWGSC,gene,479046817,479048596,.,+,.,ID=gene:TraesCS5A02G268300;biotype=protein_coding;gene_id=TraesCS5A02G268300;logic_name=iwgsc_high_conf
5A,IWGSC,gene,491303747,491315644,.,+,.,ID=gene:TraesCS5A02G282600;biotype=protein_coding;gene_id=TraesCS5A02G282600;logic_name=iwgsc_high_conf
5A,IWGSC,gene,491585616,491590260,.,-,.,ID=gene:TraesCS5A02G283400;biotype=protein_coding;gene_id=TraesCS5A02G283400;logic_name=iwgsc_high_conf
5A,IWGSC,gene,503871852,503875067,.,-,.,ID=gene:TraesCS5A02G295400;biotype=protein_coding;gene_id=TraesCS5A02G295400;logic_name=iwgsc_high_conf
5A,IWGSC,gene,536674949,536676487,.,-,.,ID=gene:TraesCS5A02G326000;biotype=protein_coding;gene_id=TraesCS5A02G326000;logic_name=iwgsc_high_conf
5A,IWGSC,gene,537114372,537118559,.,-,.,ID=gene:TraesCS5A02G327600;biotype=protein_coding;gene_id=TraesCS5A02G327600;logic_name=iwgsc_high_conf
5A,IWGSC,gene,546306021,546309203,.,-,.,ID=gene:TraesCS5A02G338500;biotype=protein_coding;gene_id=TraesCS5A02G338500;logic_name=iwgsc_high_conf
5A,IWGSC,gene,546790015,546794218,.,+,.,ID=gene:TraesCS5A02G339800;biotype=protein_coding;gene_id=TraesCS5A02G339800;logic_name=iwgsc_high_conf
5A,IWGSC,gene,547612856,547614515,.,+,.,ID=gene:TraesCS5A02G341800;biotype=protein_coding;gene_id=TraesCS5A02G341800;logic_name=iwgsc_high_conf
5A,IWGSC,gene,552522546,552527632,.,+,.,ID=gene:TraesCS5A02G349500;biotype=protein_coding;gene_id=TraesCS5A02G349500;logic_name=iwgsc_high_conf
5A,IWGSC,gene,561264834,561268786,.,+,.,ID=gene:TraesCS5A02G359300;biotype=protein_coding;gene_id=TraesCS5A02G359300;logic_name=iwgsc_high_conf
5A,IWGSC,gene,565402778,565405237,.,-,.,ID=gene:TraesCS5A02G365200;biotype=protein_coding;gene_id=TraesCS5A02G365200;logic_name=iwgsc_high_conf
5A,IWGSC,gene,571427789,571431134,.,+,.,ID=gene:TraesCS5A02G373400;biotype=protein_coding;gene_id=TraesCS5A02G373400;logic_name=iwgsc_high_conf
5A,IWGSC,gene,599779260,599783390,.,-,.,ID=gene:TraesCS5A02G410900;biotype=protein_coding;gene_id=TraesCS5A02G410900;logic_name=iwgsc_high_conf
5A,IWGSC,gene,607949832,607951125,.,+,.,ID=gene:TraesCS5A02G421700;biotype=protein_coding;gene_id=TraesCS5A02G421700;logic_name=iwgsc_high_conf
5A,IWGSC,gene,612723411,612731975,.,-,.,ID=gene:TraesCS5A02G427800;biotype=protein_coding;gene_id=TraesCS5A02G427800;logic_name=iwgsc_high_conf
5A,IWGSC,gene,618944468,618945789,.,-,.,ID=gene:TraesCS5A02G435500;biotype=protein_coding;gene_id=TraesCS5A02G435500;logic_name=iwgsc_high_conf
5A,IWGSC,gene,639292101,639293330,.,-,.,ID=gene:TraesCS5A02G459000;biotype=protein_coding;gene_id=TraesCS5A02G459000;logic_name=iwgsc_high_conf
5A,IWGSC,gene,662347839,662351846,.,+,.,ID=gene:TraesCS5A02G493200;biotype=protein_coding;gene_id=TraesCS5A02G493200;logic_name=iwgsc_high_conf
5A,IWGSC,gene,662358286,662362451,.,+,.,ID=gene:TraesCS5A02G493300;biotype=protein_coding;gene_id=TraesCS5A02G493300;logic_name=iwgsc_high_conf
5A,IWGSC,gene,663215692,663218964,.,-,.,ID=gene:TraesCS5A02G494800;biotype=protein_coding;description=MLO-like protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5YH41];gene_id=TraesCS5A02G494800;logic_name=iwgsc_high_conf
5A,IWGSC,gene,680744776,680745393,.,+,.,ID=gene:TraesCS5A02G518800;biotype=protein_coding;gene_id=TraesCS5A02G518800;logic_name=iwgsc_high_conf
5A,IWGSC,gene,681001943,681004467,.,+,.,ID=gene:TraesCS5A02G520200;biotype=protein_coding;gene_id=TraesCS5A02G520200;logic_name=iwgsc_high_conf
5A,IWGSC,gene,688720935,688721327,.,-,.,ID=gene:TraesCS5A02G528900;biotype=protein_coding;gene_id=TraesCS5A02G528900;logic_name=iwgsc_high_conf
5A,IWGSC,gene,690641180,690642316,.,-,.,ID=gene:TraesCS5A02G533400;biotype=protein_coding;gene_id=TraesCS5A02G533400;logic_name=iwgsc_high_conf
5A,IWGSC,gene,691820781,691821702,.,+,.,ID=gene:TraesCS5A02G534800;biotype=protein_coding;gene_id=TraesCS5A02G534800;logic_name=iwgsc_high_conf
5A,IWGSC,gene,698341429,698344092,.,-,.,ID=gene:TraesCS5A02G541900;biotype=protein_coding;gene_id=TraesCS5A02G541900;logic_name=iwgsc_high_conf
5A,IWGSC,gene,702191264,702192016,.,+,.,ID=gene:TraesCS5A02G548100;biotype=protein_coding;description=Dirigent protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5YC36];gene_id=TraesCS5A02G548100;logic_name=iwgsc_high_conf
5A,IWGSC,gene,707058716,707067208,.,-,.,ID=gene:TraesCS5A02G555900;biotype=protein_coding;gene_id=TraesCS5A02G555900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,22509009,22514229,.,-,.,ID=gene:TraesCS5B02G024300;biotype=protein_coding;gene_id=TraesCS5B02G024300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,24665573,24677245,.,-,.,ID=gene:TraesCS5B02G026000;biotype=protein_coding;gene_id=TraesCS5B02G026000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,25993146,25995851,.,+,.,ID=gene:TraesCS5B02G026800;biotype=protein_coding;gene_id=TraesCS5B02G026800;logic_name=iwgsc_high_conf
5B,IWGSC,gene,41272205,41275326,.,+,.,ID=gene:TraesCS5B02G037100;biotype=protein_coding;gene_id=TraesCS5B02G037100;logic_name=iwgsc_high_conf
5B,IWGSC,gene,41816477,41819031,.,-,.,ID=gene:TraesCS5B02G037400;biotype=protein_coding;gene_id=TraesCS5B02G037400;logic_name=iwgsc_high_conf
5B,IWGSC,gene,54702253,54703409,.,+,.,ID=gene:TraesCS5B02G048500;biotype=protein_coding;gene_id=TraesCS5B02G048500;logic_name=iwgsc_high_conf
5B,IWGSC,gene,68926295,68930490,.,-,.,ID=gene:TraesCS5B02G061600;biotype=protein_coding;gene_id=TraesCS5B02G061600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,72253528,72256911,.,+,.,ID=gene:TraesCS5B02G064800;biotype=protein_coding;gene_id=TraesCS5B02G064800;logic_name=iwgsc_high_conf
5B,IWGSC,gene,87289756,87295425,.,+,.,ID=gene:TraesCS5B02G073500;biotype=protein_coding;gene_id=TraesCS5B02G073500;logic_name=iwgsc_high_conf
5B,IWGSC,gene,87974686,87977701,.,+,.,ID=gene:TraesCS5B02G073900;biotype=protein_coding;gene_id=TraesCS5B02G073900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,136622530,136628059,.,+,.,ID=gene:TraesCS5B02G102800;biotype=protein_coding;gene_id=TraesCS5B02G102800;logic_name=iwgsc_high_conf
5B,IWGSC,gene,140100351,140115595,.,+,.,ID=gene:TraesCS5B02G104700;biotype=protein_coding;gene_id=TraesCS5B02G104700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,249711888,249714643,.,-,.,ID=gene:TraesCS5B02G133600;biotype=protein_coding;gene_id=TraesCS5B02G133600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,264912405,264913728,.,-,.,ID=gene:TraesCS5B02G140300;biotype=protein_coding;gene_id=TraesCS5B02G140300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,293191166,293192419,.,-,.,ID=gene:TraesCS5B02G158900;biotype=protein_coding;gene_id=TraesCS5B02G158900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,362946545,362957163,.,+,.,ID=gene:TraesCS5B02G200800;biotype=protein_coding;gene_id=TraesCS5B02G200800;logic_name=iwgsc_high_conf
5B,IWGSC,gene,378848944,378850780,.,+,.,ID=gene:TraesCS5B02G209000;biotype=protein_coding;gene_id=TraesCS5B02G209000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,381041995,381044714,.,-,.,ID=gene:TraesCS5B02G210500;biotype=protein_coding;gene_id=TraesCS5B02G210500;logic_name=iwgsc_high_conf
5B,IWGSC,gene,397949659,397954665,.,+,.,ID=gene:TraesCS5B02G223100;biotype=protein_coding;gene_id=TraesCS5B02G223100;logic_name=iwgsc_high_conf
5B,IWGSC,gene,400447843,400451239,.,+,.,ID=gene:TraesCS5B02G224800;biotype=protein_coding;gene_id=TraesCS5B02G224800;logic_name=iwgsc_high_conf
5B,IWGSC,gene,404143197,404145379,.,-,.,ID=gene:TraesCS5B02G227600;biotype=protein_coding;gene_id=TraesCS5B02G227600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,405722282,405725834,.,+,.,ID=gene:TraesCS5B02G228900;biotype=protein_coding;gene_id=TraesCS5B02G228900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,408224705,408225808,.,+,.,ID=gene:TraesCS5B02G231400;biotype=protein_coding;gene_id=TraesCS5B02G231400;logic_name=iwgsc_high_conf
5B,IWGSC,gene,429726353,429731429,.,+,.,ID=gene:TraesCS5B02G247700;biotype=protein_coding;gene_id=TraesCS5B02G247700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,429882179,429888576,.,+,.,ID=gene:TraesCS5B02G248000;biotype=protein_coding;gene_id=TraesCS5B02G248000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,433945022,433946951,.,-,.,ID=gene:TraesCS5B02G251500;biotype=protein_coding;description=Glycosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5YWK0];gene_id=TraesCS5B02G251500;logic_name=iwgsc_high_conf
5B,IWGSC,gene,441811013,441812151,.,-,.,ID=gene:TraesCS5B02G259700;biotype=protein_coding;gene_id=TraesCS5B02G259700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,458390300,458391696,.,-,.,ID=gene:TraesCS5B02G272900;biotype=protein_coding;gene_id=TraesCS5B02G272900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,462309329,462311535,.,+,.,ID=gene:TraesCS5B02G276700;biotype=protein_coding;gene_id=TraesCS5B02G276700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,466427260,466428944,.,-,.,ID=gene:TraesCS5B02G280800;biotype=protein_coding;gene_id=TraesCS5B02G280800;logic_name=iwgsc_high_conf
5B,IWGSC,gene,468896869,468899507,.,+,.,ID=gene:TraesCS5B02G283300;biotype=protein_coding;gene_id=TraesCS5B02G283300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,473191992,473194915,.,+,.,ID=gene:TraesCS5B02G287000;biotype=protein_coding;gene_id=TraesCS5B02G287000;logic_name=iwgsc_high_conf
5B,IWGSC,gene,475985944,475998655,.,+,.,ID=gene:TraesCS5B02G289800;biotype=protein_coding;gene_id=TraesCS5B02G289800;logic_name=iwgsc_high_conf
5B,IWGSC,gene,478741195,478746339,.,-,.,ID=gene:TraesCS5B02G294400;biotype=protein_coding;gene_id=TraesCS5B02G294400;logic_name=iwgsc_high_conf
5B,IWGSC,gene,479389959,479393669,.,-,.,ID=gene:TraesCS5B02G295700;biotype=protein_coding;gene_id=TraesCS5B02G295700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,524329056,524333026,.,+,.,ID=gene:TraesCS5B02G339900;biotype=protein_coding;gene_id=TraesCS5B02G339900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,527255115,527255456,.,+,.,ID=gene:TraesCS5B02G343900;biotype=protein_coding;gene_id=TraesCS5B02G343900;logic_name=iwgsc_high_conf
5B,IWGSC,gene,527289839,527295473,.,+,.,ID=gene:TraesCS5B02G344100;biotype=protein_coding;gene_id=TraesCS5B02G344100;logic_name=iwgsc_high_conf
5B,IWGSC,gene,527335229,527341760,.,-,.,ID=gene:TraesCS5B02G344200;biotype=protein_coding;gene_id=TraesCS5B02G344200;logic_name=iwgsc_high_conf
5B,IWGSC,gene,527487862,527492393,.,+,.,ID=gene:TraesCS5B02G344300;biotype=protein_coding;gene_id=TraesCS5B02G344300;logic_name=iwgsc_high_conf
5B,IWGSC,gene,527494004,527494625,.,+,.,ID=gene:TraesCS5B02G344500;biotype=protein_coding;gene_id=TraesCS5B02G344500;logic_name=iwgsc_high_conf
5B,IWGSC,gene,527496384,527497994,.,-,.,ID=gene:TraesCS5B02G344600;biotype=protein_coding;gene_id=TraesCS5B02G344600;logic_name=iwgsc_high_conf
5B,IWGSC,gene,527600718,527601373,.,-,.,ID=gene:TraesCS5B02G344700;biotype=protein_coding;gene_id=TraesCS5B02G344700;logic_name=iwgsc_high_conf
5B,IWGSC,gene,528575323,528575751,.,+,.,ID=gene:TraesCS5B02G346900;biotype=protein_coding;gene_id=TraesCS5B02G346900;logic_name=iwgsc_high_conf
